C         0.6000000000000000D+01  0.0000000000000000D+00  0.0000000000000000D+00  0.1314720164177859D+01
C         0.6000000000000000D+01  0.0000000000000000D+00  0.0000000000000000D+00 -0.1314720164177859D+01
