N         0.7000000000000000D+01  0.0000000000000000D+00  0.0000000000000000D+00 -0.2350063238330915D+01
C         0.6000000000000000D+01  0.0000000000000000D+00  0.0000000000000000D+00  0.0000000000000000D+00
N         0.7000000000000000D+01  0.0000000000000000D+00  0.0000000000000000D+00  0.2350063238330915D+01
