 **********************************************************
 *      All possible structures with their qualities      *
 **********************************************************
   
 ----------------------------------------------------------------------------------------------
* active orbs =    7   active electrons =    7   multiplicity =    2   inactive orbs =   21
 ----------------------------------------------------------------------------------------------

          Total number of covalent structure of the system = 105
          Total number of allowed covalent structres are = 14
  
  Sl No.     various qualities     Overall qualities   Rumer/Non Rumer          Structures
        IAB NAB SBB PDB PDR
Cov Space num:  1
structure  1   [  0  1  0  0  0  ]   {  1  }              Rumer              1:21 22 23 24 25 26 27 28
structure  2   [  0  1  0  0  0  ]   {  1  }              -                  1:21 22 28 24 25 26 27 23
structure  3   [  0  1  0  0  0  ]   {  2  }              Rumer              1:21 22 23 24 25 27 28 26
structure  4   [  0  1  0  0  0  ]   {  2  }              -                  1:21 22 28 23 24 26 27 25
structure  5   [  0  1  0  0  0  ]   {  3  }              -                  1:21 22 28 23 24 25 26 27
structure  6   [  0  1  0  0  0  ]   {  4  }              Rumer              1:21 22 23 25 26 27 28 24
structure  7   [  0  1  0  0  0  ]   {  5  }              Rumer              1:21 23 24 25 26 27 28 22
structure  8   [  0  2  0  0  0  ]   {  6  }              -                  1:21 22 23 24 25 26 28 27
structure  9   [  0  2  0  0  0  ]   {  7  }              -                  1:21 22 28 23 25 26 27 24
structure  10   [  0  2  0  0  0  ]   {  8  }              Rumer              1:21 23 28 24 25 26 27 22
structure  11   [  0  2  0  0  0  ]   {  9  }              -                  1:21 22 23 24 26 27 28 25
structure  12   [  0  2  0  0  0  ]   {  9  }              -                  1:21 22 28 23 24 25 27 26
structure  13   [  0  2  0  0  0  ]   {  10  }              Rumer              1:21 22 27 23 24 25 26 28
structure  14   [  0  2  0  0  0  ]   {  11  }              -                  1:21 22 24 25 26 27 28 23
structure  15   [  0  3  0  0  0  ]   {  12  }              -                  1:21 22 23 24 28 26 27 25
structure  16   [  0  3  0  0  0  ]   {  12  }              -                  1:21 22 28 23 27 24 25 26
structure  17   [  0  3  0  0  0  ]   {  13  }              -                  1:21 22 23 24 28 25 26 27
structure  18   [  0  3  0  0  0  ]   {  13  }              -                  1:21 22 28 23 27 25 26 24
structure  19   [  0  3  0  0  0  ]   {  14  }              Rumer              1:21 22 23 25 28 26 27 24
