 **********************************************************
 *      All possible structures with their qualities      *
 **********************************************************
   
 ----------------------------------------------------------------------------------------------
* active orbs =    8   active electrons =   10   multiplicity =    1   inactive orbs =    5
 ----------------------------------------------------------------------------------------------

          Total number of covalent structure of the system = 420
          Total number of allowed covalent structres are = 140
  
  Sl No.     various qualities     Overall qualities   Rumer/Non Rumer          Structures
        IAB NAB SBB PDB PDR
Cov Space num:  1
structure  1   [  1  2  1  0  0  ]   {  1  }              -                  1:5 6 6 13 13 7 9 8 12 10 11
structure  2   [  1  2  1  0  0  ]   {  1  }              -                  1:5 6 6 13 13 7 10 8 12 9 11
structure  3   [  1  2  3  0  0  ]   {  2  }              -                  1:5 6 6 13 13 7 9 8 11 10 12
structure  4   [  1  2  3  0  0  ]   {  2  }              -                  1:5 6 6 13 13 7 10 8 11 9 12
structure  5   [  1  2  3  0  0  ]   {  2  }              -                  1:5 6 6 13 13 7 11 8 9 10 12
structure  6   [  1  2  3  0  0  ]   {  2  }              -                  1:5 6 6 13 13 7 11 8 10 9 12
structure  7   [  1  2  3  0  0  ]   {  2  }              Rumer              1:5 6 6 13 13 7 12 8 9 10 11
structure  8   [  1  2  3  0  0  ]   {  2  }              -                  1:5 6 6 13 13 7 12 8 10 9 11
structure  9   [  2  1  3  0  0  ]   {  3  }              -                  1:5 6 6 13 13 7 8 9 11 10 12
structure  10   [  2  1  3  0  0  ]   {  3  }              Rumer              1:5 6 6 13 13 7 8 9 12 10 11
structure  11   [  2  1  3  0  0  ]   {  3  }              -                  1:5 6 6 13 13 7 9 8 10 11 12
structure  12   [  2  1  3  0  0  ]   {  3  }              Rumer              1:5 6 6 13 13 7 10 8 9 11 12
structure  13   [  2  3  1  0  0  ]   {  4  }              -                  1:5 6 6 13 13 7 11 8 12 9 10
structure  14   [  2  3  3  0  0  ]   {  5  }              Rumer              1:5 6 6 13 13 7 12 8 11 9 10
structure  15   [  4  1  3  0  0  ]   {  6  }              Rumer              1:5 6 6 13 13 7 8 9 10 11 12
 ============================================================
Cov Space num:  2
